category,title,packsize,price,price_per_unit,image
baby/nappies-and-wipes/,Mamia Baby Wipes Embossed Fragrance Free 80pk,N/A,2.69,$3.36 per 100 wipes,https://www.aldi.com.au/fileadmin/_processed_/8/6/csm_ALN1075_AWARDS_BABY_1x1_228x128_3_e251882b00.jpg
baby/nappies-and-wipes/,Mamia Baby Wipes Embossed Scented 80pk,N/A,2.69,$3.36 per 100 wipes,https://www.aldi.com.au/fileadmin/_processed_/5/f/csm_ALN1075_AWARDS_BABY_1x1_228x128_4_be73fb2f2c.jpg
liquor/wine/,The Venturer Series Durif 750ml,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/5/4/csm_ALN3077_AWARD_WINE_1x1_228x128_2_54d069ebcc.jpg
liquor/wine/,Coraggioso Nero D’Avola 750ml,N/A,5.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/1/2/csm_ALN2619_Q4_WEB_AUDIT_WINE_1x1_228x128_3_6e653cf1d4.jpg
liquor/wine/,Luis Felipe Edwards Classic Carménère 750ml,N/A,5.99,see price in store*,https://www.aldi.com.au/fileadmin/_processed_/2/0/csm_ALN2230_Q1_WINE_1x1_228x128_19_48d9129b27.jpg
liquor/wine/,Piedra Negra Argentinian Malbec 750ml,N/A,10.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/1/a/csm_ALN2230_Q1_WINE_1x1_228x128_20_2fd1363801.jpg
liquor/wine/,El Toro Macho Reserva 750ml,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/f/7/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_11_962ab84241.jpg
liquor/wine/,Château Les Maurins Bordeaux Merlot & Cabernet Sauvignon 750ml,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/a/2/csm_ALN2230_Q1_WINE_1x1_228x128_6_9612441fa5.jpg
liquor/wine/,The Tudor Yarra Valley Pinot Noir 750ml,N/A,12.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/8/9/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_2_e815e549d3.jpg
liquor/wine/,Kaiora Bay Reserve Central Otago Pinot Noir 750ml,N/A,14.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/4/3/csm_ALN2364_AWARDS_WINE_1x1_228x128_24_4267b5f4f7.jpg
liquor/wine/,One Road Goulburn Valley & King Valley Cabernet Merlot 750ml,N/A,7.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2364_AWARDS_WINE_1x1_228x128_2_ecf87a2660.jpg
liquor/wine/,Corte Carista Chianti Superiore DOC 750ml,N/A,10.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_10_f2556de9a7.jpg
liquor/wine/,Claire Creek Merlot 750ml,N/A,10.99,see price in store*,https://www.aldi.com.au/fileadmin/_processed_/e/d/csm_ALN2364_AWARDS_WINE_1x1_228x128_16_163d219caf.jpg
liquor/wine/,Little Birdwood Cabernet Shiraz Merlot 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/3/c/csm_ALN2230_Q1_WINE_1x1_228x128_5_a32a20f19e.jpg
liquor/wine/,A.C. Byrne & Co Margaret River Cabernet Merlot 750ml,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/4/f/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_3_ad21456ccb.jpg
liquor/wine/,El Toro Macho Tempranillo Bobal 750ml,N/A,5.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/e/e/csm_ALN2364_AWARDS_WINE_1x1_228x128_20_6d38c1a89c.jpg
liquor/wine/,Pájaro de Buen Agüero Old Vines Garnacha 750ml,750ml,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/5/csm_ALN2853_WINE_1x1_228x128_2_3b8e86343f.jpg
liquor/wine/,Little Birdwood Sweet Red 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/e/2/csm_ALN2230_Q1_WINE_1x1_228x128_18_32872f20da.jpg
liquor/wine/,François Lurton La Mule Provence Rosé 750ml,N/A,10.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/f/3/csm_ALN2619_Q4_WEB_AUDIT_WINE_1x1_228x128_7_313f3182cf.jpg
liquor/wine/,South Point Estate Rosé 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_ALN2364_AWARDS_WINE_1x1_228x128_17_5267f5758e.jpg
liquor/wine/,Loire Valley Cabernet Franc Rosé 750ml,N/A,8.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/3/b/csm_ALN3077_WINE_1x1_228x128_2_0a678b7cc6.jpg
liquor/wine/,South Point Estate Pink Moscato 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/8/e/csm_ALN3077_AWARD_WINE_1x1_228x128__de0d89282e.jpg
liquor/wine/,Sandara Sparkling Sangria 750ml,N/A,7.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/f/5/csm_ALN2230_Q1_WINE_1x1_228x128_21_a10a6f0fd8.jpg
liquor/wine/,Keeper’s Glove Tawny NV 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/2/0/csm_ALN1075_1x1_LIQUOR_228x128_WINE___7606a0c367.jpg
liquor/wine/,Albertson's Reserve Soft Dry Red Cask 4L,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/2/f/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_12_2534d8a6ca.jpg
liquor/wine/,Brooke James Vintners Shiraz Cask 2L,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/7/csm_ALC7440_1x1_228x128_3_9346512dbd.jpg
liquor/wine/,Brooke James Vitners Premium Cabernet Merlot Cask 2L,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/1/0/csm_ALN2230_Q1_WINE_1x1_228x128_13_c6ecacf9ed.jpg
liquor/wine/,A.C. Byrne & Co Margaret River Chardonnay 750ml,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_5_48e5246a77.jpg
liquor/wine/,Precious Earth Chardonnay 750ml,N/A,2.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/6/8/csm_ALN2364_AWARDS_WINE_1x1_228x128_32_86d2b3f3ed.jpg
liquor/wine/,One Road Chardonnay 750ml,N/A,7.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/8/8/csm_ALN0550_1x1_Q1-UPDATE_228x128_37282565f9.jpg
liquor/wine/,Grands Les Maurins Bordeaux Sauvignon Blanc 750ml,N/A,7.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/a/a/csm_ALN3077_WINE_1x1_228x128__6a60a9af0a.jpg
liquor/wine/,South Point Estate Sauvignon Blanc 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/2/7/csm_ALN2619_Q4_WEB_AUDIT_WINE_1x1_228x128_8_4cb3e97615.jpg
liquor/wine/,Kaiora Bay Marlborough Sauvignon Blanc 750ml,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_ALN3077_NON-AWARD_WINE_1x1_228x128__f43377e74c.jpg
liquor/wine/,Loire Valley Sauvignon Blanc 750ml,N/A,8.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_ALN2364_AWARDS_WINE_1x1_228x128_34_R_389343e025.jpg
liquor/wine/,Neve Marlborough/Hawkes Bay Sauvignon Blanc 750ml,N/A,6.49,N/A,https://www.aldi.com.au/fileadmin/_processed_/d/4/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_6_4b552e9f95.jpg
liquor/wine/,Kaiora Bay Reserve Marlborough Sauvignon Blanc 750ml,N/A,12.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/9/3/csm_ALN3077_NON-AWARD_WINE_1x1_228x128_2_21f2dc5c66.jpg
liquor/wine/,A.C. Byrne & Co Margaret River Sauvignon Blanc Semillon 750ml,N/A,7.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_8_10149e5fcc.jpg
liquor/wine/,Little Birdwood Semillon Sauvignon Blanc 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/0/8/csm_ALN3077_NON-AWARD_WINE_1x1_228x128_3_dfd0e8482e.jpg
liquor/wine/,Precious Earth Semillon Sauvignon Blanc 750ml,N/A,2.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/5/7/csm_ALN2230_Q1_WINE_1x1_228x128_8_e4225409dc.jpg
liquor/wine/,"Freya & Jules Watervale, Clare Valley Riesling 750ml",N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/9/7/csm_ALN2364_AWARDS_WINE_1x1_228x128_37_fec9d86a8c.jpg
fresh-produce/dairy-eggs/,Farmdale Lactose Free Full Cream Milk 1L,N/A,1.99,$1.99 per litre,https://www.aldi.com.au/fileadmin/_processed_/0/9/csm_ALN3077_DAIRY-EGGS_1x1_228x128__3b333d29cc.jpg
fresh-produce/dairy-eggs/,Farmdale RAM Coffee Flavoured Milk 2L,N/A,3.49,$1.75 per litre,https://www.aldi.com.au/fileadmin/_processed_/1/f/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_20_e960ed0521.jpg
liquor/wine/,Villa Elsa Pinot Grigio DOC Delle Venezie 750ml,750ml,6.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/3/e/csm_ALN2853_WINE_1x1_228x128__43eed008e6.jpg
liquor/wine/,The Pond Pinot Grigio 750ml,N/A,6.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/0/f/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_9_cf810d5ca5.jpg
liquor/wine/,South Point Estate Pinot Grigio 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/6/1/csm_ALN3077_NON-AWARD_WINE_1x1_228x128_4_16344c764d.jpg
liquor/wine/,South Point Estate Moscato 750ml,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/9/d/csm_ALN3077_NON-AWARD_WINE_1x1_228x128_5_dcc4e489e7.jpg
liquor/wine/,Brooke James Vintners Semillon Sauvignon Blanc Cask 2L,N/A,8.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/e/1/csm_ALC7440_1x1_228x128_2_85bc331aa6.jpg
liquor/wine/,Albertson's Reserve Soft Fruity White Cask 4L,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/a/e/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_13_332929e944.jpg
fresh-produce/dairy-eggs/,Farmdale RAM Chocolate Flavoured Milk 600ml,N/A,1.99,$3.32 per Litre,https://www.aldi.com.au/fileadmin/_processed_/7/6/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_21_7e6f5d587a.jpg
fresh-produce/dairy-eggs/,Farmdale RAM Iced coffee Flavoured Milk 600ml,N/A,1.99,$3.32 per Litre,https://www.aldi.com.au/fileadmin/_processed_/a/1/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_22_f5b81e1162.jpg
fresh-produce/dairy-eggs/,Farmdale Full Cream Milk Powder 1kg,N/A,5.6899999999999995,$5.69 per kg,https://www.aldi.com.au/fileadmin/_processed_/a/f/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_23_6a3e1e1244.jpg
fresh-produce/dairy-eggs/,Farmdale Skim Milk Powder 1kg,N/A,5.6899999999999995,$5.69 per kg,https://www.aldi.com.au/fileadmin/_processed_/2/f/csm_ALN2853_AWARDS_MILK_1x1_228x128__3f17bcfcfd.jpg
fresh-produce/dairy-eggs/,Lodge Farm Free Range Eggs 12 Pack 600g,N/A,3.99,67c per 100g,https://www.aldi.com.au/fileadmin/_processed_/7/5/csm_ALN2783_CANSTAR-AWARD-EGGS_1x1_228x128__5a6e070d9c.jpg
fresh-produce/dairy-eggs/,Lodge Farm Free Range Eggs 12 Pack 700g,12pk,4.29,61c per 100g,https://www.aldi.com.au/fileadmin/_processed_/5/e/csm_ALN2783_CANSTAR-AWARD-EGGS_1x1_228x128_2_1a1861e0ae.jpg
liquor/wine/,Albertson's Reserve Crisp Dry White Cask 4L,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/6/e/csm_ALN2670_Q1_WEB_AUDIT__WINE__1x1_228x128_14_79f295cfa4.jpg
fresh-produce/dairy-eggs/,Just Organic Free Range Eggs 6 Pack 300g,6pk,3.99,$1.33 per 100g,https://www.aldi.com.au/fileadmin/_processed_/7/9/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_5_34abfa032d.jpg
fresh-produce/dairy-eggs/,Beautifully Butterfully Dairy Blend 500g,N/A,3.49,70c per 100g,https://www.aldi.com.au/fileadmin/_processed_/f/7/csm_ALN3077_DAIRY-EGGS_1x1_228x128_2_e706ebcac0.jpg
fresh-produce/dairy-eggs/,Just Organic Butter 250g,N/A,3.59,$1.44 per 100g,https://www.aldi.com.au/fileadmin/_processed_/6/6/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128__5f67d91c82.jpg
fresh-produce/dairy-eggs/,Beautifully Butterfully Butter 250g,N/A,2.79,$1.12 per 100g,https://www.aldi.com.au/fileadmin/_processed_/e/6/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_10_eb9531b2a5.jpg
fresh-produce/dairy-eggs/,Beautifully Butterfully Unsalted Butter 250g,N/A,2.79,$1.12 per 100g,https://www.aldi.com.au/fileadmin/_processed_/1/b/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_12_fa116139f5.jpg
laundry-household/laundry/,Trimat Advanced Laundry Liquid 2L – Regular,2L,7.99,$4 per litre,https://www.aldi.com.au/fileadmin/_processed_/b/b/csm_ALN3077_LAUNDRY_1x1_228x128_4_c7db956e29.jpg
laundry-household/laundry/,Trimat Advanced Laundry Liquid 2L – Sensitive,2L,7.99,$4 per litre,https://www.aldi.com.au/fileadmin/_processed_/e/7/csm_ALN3077_LAUNDRY_1x1_228x128_5_f88ed1f1dd.jpg
laundry-household/laundry/,Almat Laundry Powder Concentrate 2kg,ea,4.99,$2.50 per kg,https://www.aldi.com.au/fileadmin/_processed_/8/6/csm_ALN2364_AWARDS_HOME_CLEANING_1x1_228x128_9_e4de55715b.jpg
fresh-produce/dairy-eggs/,Emporium Selection Ash Brie 150g,N/A,4.49,$29.93 per kg,https://www.aldi.com.au/fileadmin/_processed_/2/3/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_7_49255c4472.jpg
fresh-produce/dairy-eggs/,Emporium Selection Double Cream Camembert 200g,N/A,4.49,$22.45 per kg,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_2_1144bfa615.jpg
fresh-produce/dairy-eggs/,Emporium Selection Triple Cream Brie 200g,N/A,4.49,$22.45 per kg,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_3_c81c34a3e7.jpg
fresh-produce/dairy-eggs/,Emporium Selection Camembert 125g,N/A,2.79,$22.32 per kg,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_4_63d9773acf.jpg
fresh-produce/dairy-eggs/,Emporium Selection Brie 125g,N/A,2.79,$22.32 per kg,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_5_9bfbfcabf7.jpg
fresh-produce/dairy-eggs/,Emporium Selection Persian Fetta 180g,N/A,3.99,$22.17 per kg,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_6_344e6445f9.jpg
laundry-household/laundry/,Almat Laundry Liquid Concentrate 2L,ea,4.99,$2.50 per litre,https://www.aldi.com.au/fileadmin/_processed_/a/8/csm_ALN3077_LAUNDRY_1x1_228x128_3_b60ed568a8.jpg
laundry-household/laundry/,Di San Pre Wash Stain Remover 500ml – Degreaser,N/A,4.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/e/f/csm_ALN2364_AWARDS_HOME_CLEANING_1x1_228x128_3_ff4a4ad151.jpg
laundry-household/laundry/,Di San Laundry Sanitiser 1L,N/A,3.69,$3.69 per Litre,https://www.aldi.com.au/fileadmin/_processed_/2/f/csm_ALN2362_Di_San_Laundry_Sanitiser_1L_1x1_228x128_0f2461ae49.jpg
laundry-household/laundry/,Anco Soft Fabric Softener 4x Concentrate 1L,N/A,3.59,$3.59 per litre,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN3077_LAUNDRY_1x1_228x128_2_fb4e788e95.jpg
laundry-household/laundry/,Anco Soft Fabric Softener Concentrate 250ml,ea,99.0c,$3.96 per Litre,https://www.aldi.com.au/fileadmin/_processed_/5/7/csm_ALN2147_Q4_LAUNDRY_1x1_228x128_2_da728c616f.jpg
fresh-produce/dairy-eggs/,Emporium Selection Danish Style Fetta Cheese 200g,N/A,2.69,$13.45 per kg,https://www.aldi.com.au/fileadmin/_processed_/5/c/csm_ALN2853_AWARDS_CHEESE_1x1_228x128__55f37d65bc.jpg
fresh-produce/dairy-eggs/,Emporium Selection Greek Style Fetta Cheese 200g,N/A,2.69,$13.45 per kg,https://www.aldi.com.au/fileadmin/_processed_/0/f/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_2_a4894a4e1a.jpg
fresh-produce/dairy-eggs/,Emporium Selection Cheddar Cheese Aged 20 Months 250g,N/A,3.99,$15.96 per kg,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_6_e2cefed5e9.jpg
fresh-produce/dairy-eggs/,Westacre Colby Cheese Block 500g,N/A,4.99,$9.98 per kg,https://www.aldi.com.au/fileadmin/_processed_/1/8/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_5_9098e2447c.jpg
fresh-produce/dairy-eggs/,Cowbelle Original Cheese Slices 500g,N/A,3.69,$7.38 per kg,https://www.aldi.com.au/fileadmin/_processed_/5/e/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_11_e405598d47.jpg
laundry-household/laundry/,Anco Soft Fabric Softener 2L,ea,2.79,$1.40 per Litre,https://www.aldi.com.au/fileadmin/_processed_/6/1/csm_ALN3077_LAUNDRY_1x1_228x128__7358bf01ff.jpg
laundry-household/laundry/,Green Action Laundry Liquid 1L,N/A,1.99,$1.99 per litre,https://www.aldi.com.au/fileadmin/_processed_/f/8/csm_ALN2230_Q1_LAUNDRY_1x1_228x128_7_2a94549594.jpg
laundry-household/laundry/,Green Action Wool Wash 1L,N/A,1.99,$1.99 per litre,https://www.aldi.com.au/fileadmin/_processed_/1/9/csm_ALN2230_Q1_LAUNDRY_1x1_228x128_6_c3c49badde.jpg
laundry-household/laundry/,Laundrite Laundry Liquid 2L,N/A,1.49,0.75c per Litre,https://www.aldi.com.au/fileadmin/_processed_/9/a/csm_ALN2619_Q4_WEB_AUDIT_LAUNDRY_1x1_228x128__650d15b9ec.jpg
laundry-household/laundry/,Laundrite Laundry Powder 4kg,N/A,3.69,0.92c per kg,https://www.aldi.com.au/fileadmin/_processed_/a/6/csm_ALN2619_Q4_WEB_AUDIT_LAUNDRY_1x1_228x128_2_b0a7d7c968.jpg
fresh-produce/dairy-eggs/,Cowbelle Light Cheese Slices 500g,N/A,3.69,$7.38 per kg,https://www.aldi.com.au/fileadmin/_processed_/9/9/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_12_6d8e2bed93.jpg
fresh-produce/dairy-eggs/,Westacre Vintage Cheese Slices 12pk/250g,N/A,3.99,$15.96 per kg,https://www.aldi.com.au/fileadmin/_processed_/f/d/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_8_414f0b0ccd.jpg
fresh-produce/dairy-eggs/,Westacre Tasty Cheese Slices 250g,N/A,3.99,$15.96 per kg,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_9_7f83b92ef6.jpg
fresh-produce/dairy-eggs/,Manhattan Cottage Cheese 500g,N/A,3.79,$7.58 per kg,https://www.aldi.com.au/fileadmin/_processed_/f/5/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_4_03b377115d.jpg
fresh-produce/dairy-eggs/,Emporium Selection Smooth Ricotta 375g,N/A,2.69,$7.17 per kg,https://www.aldi.com.au/fileadmin/_processed_/1/6/csm_ALN2364_AWARDS_CHEESE_1x1_228x128_10_487a26440c.jpg
fresh-produce/dairy-eggs/,Emporium Selection Apricot & Almond Cream Cheese 200g,N/A,2.89,$14.45 per kg,https://www.aldi.com.au/fileadmin/_processed_/7/2/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_5_45551ddf4a.jpg
fresh-produce/dairy-eggs/,Farmdale Thickened Cream 600ml,N/A,2.99,50c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/d/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_14_03712df03e.jpg
fresh-produce/dairy-eggs/,Farmdale Thickened Light Cream 300ml,N/A,1.8900000000000001,63c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/1/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_15_f5eb5d9b56.jpg
fresh-produce/dairy-eggs/,Farmdale Double Cream 300ml,N/A,3.69,$1.23 per 100ml,https://www.aldi.com.au/fileadmin/_processed_/4/f/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_13_66f9076d8f.jpg
fresh-produce/dairy-eggs/,Farmdale Sour Cream 300ml,N/A,2.09,70c per 100g,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_16_e1d1fc1d27.jpg
fresh-produce/dairy-eggs/,Farmdale Light Sour Cream 300ml,N/A,2.09,70c per 100g,https://www.aldi.com.au/fileadmin/_processed_/2/9/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_17_3246ca45dc.jpg
fresh-produce/dairy-eggs/,Lyttos Greek Style Natural Yogurt 2kg,N/A,8.79,44c per 100g,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_2_badbe656cf.jpg
fresh-produce/dairy-eggs/,Brooklea Joi Mango Yogurt 1kg,N/A,3.19,32c per 100g,https://www.aldi.com.au/fileadmin/_processed_/f/f/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_2_696592e9d0.jpg
fresh-produce/dairy-eggs/,Brooklea Joi Mixed Berry Yogurt 1kg,N/A,3.19,32c per 100g,https://www.aldi.com.au/fileadmin/_processed_/5/2/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_3_cdadae755f.jpg
fresh-produce/dairy-eggs/,Brooklea Family Lite Yogurt 1kg,N/A,3.19,30c per 100g,https://www.aldi.com.au/fileadmin/_processed_/e/c/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128__28d1e720d4.jpg
laundry-household/household/,Power Force Gel Toilet Discs 75ml,N/A,4.99,$6.65 per 100ml,https://www.aldi.com.au/fileadmin/_processed_/0/4/csm_ALN2364_AWARDS_HOME_CLEANING_1x1_228x128__df81e22722.jpg
laundry-household/household/,Power Force Anti Bac Plus Surface Spray Disinfectant 300g,N/A,3.69,$1.23 per 100g,https://www.aldi.com.au/fileadmin/_processed_/3/4/csm_ALN2619_Q4_WEB_AUDIT_HOUSEHOLD_1x1_228x128_7_R_79e17b707d.jpg
laundry-household/household/,Logix Complete Dishwashing Tablets 30pk,N/A,4.29,14c per tablet,https://www.aldi.com.au/fileadmin/_processed_/0/d/csm_ALN2670_Q1_WEB_AUDIT__HOUSEHOLD__1x1_228x128_2_bbfad0336b.jpg
laundry-household/household/,Logix Platinum Dishwashing Tablets 40pk,N/A,7.6899999999999995,19c per tablet,https://www.aldi.com.au/fileadmin/_processed_/f/e/csm_ALN2670_Q1_WEB_AUDIT__HOUSEHOLD__1x1_228x128__d1513af66a.jpg
fresh-produce/dairy-eggs/,Just Organic Natural Yogurt 1kg,N/A,4.99,50c per 100g,https://www.aldi.com.au/fileadmin/_processed_/4/5/csm_ALN2218_Q2_Just_Organic_Natural_Yoghurt_1kg_1x1_228x128_b88be6036a.jpg
fresh-produce/dairy-eggs/,Just Organic Vanilla Bean Yogurt 1kg,N/A,4.99,50c per 100g,https://www.aldi.com.au/fileadmin/_processed_/5/4/csm_ALN2218_Q2_Just_Organic_Vanilla_Bean_Yoghurt_1kg_1x1_228x128_012c537839.jpg
fresh-produce/dairy-eggs/,Dairy Dream Blueberry Fruit Swirled Yogurt 720g,N/A,3.99,55c per 100g,https://www.aldi.com.au/fileadmin/_processed_/c/d/csm_ALN2793_CHEESE_DAIRY_AWARDS_1x1_228x128_4_ccb7e22462.jpg
fresh-produce/dairy-eggs/,Dairy Dream Greek Style Yogurt No Added Sugar 750g ,N/A,4.99,67c per 100g,https://www.aldi.com.au/fileadmin/_processed_/3/6/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_3_67d89a4030.jpg
fresh-produce/dairy-eggs/,Dairy Dream Premiere Passionfruit Yogurt 4 x 115g,N/A,3.19,69c per 100g,https://www.aldi.com.au/fileadmin/_processed_/6/0/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_2_ba93fc6fe8.jpg
laundry-household/household/,Atlas Kill & Protect High Performance Surface & Cockroach Spray 350g,N/A,2.69,77c per 100g,https://www.aldi.com.au/fileadmin/_processed_/a/d/csm_ALN2364_AWARDS_HOUSEHOLD_1x1_228x128__c17879937f.jpg
laundry-household/household/,Atlas Kill & Protect Fast Knockdown Flying Insect Spray 300g,N/A,2.39,80c per 100g,https://www.aldi.com.au/fileadmin/_processed_/c/a/csm_ALN2364_AWARDS_HOUSEHOLD_1x1_228x128_2_5f362f794e.jpg
laundry-household/household/,Power Force Pro Multi Purpose Cleaner 750ml,N/A,1.79,24c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/8/f/csm_ALN2991_AWARDS_HOUSEHOLD_1x1_228x128_4_abbabb6b20.jpg
laundry-household/household/,Power Force Pro Bath & Shower Cleaner 750ml,N/A,2.39,32c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/b/0/csm_ALN2853_AWARDS_HOUSEHOLD_1x1_228x128__ddce1e329c.jpg
laundry-household/household/,Power Force Pro Heavy Duty Cleaner 1.25L,N/A,2.19,18c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/0/f/csm_ALN2853_AWARDS_HOUSEHOLD_1x1_228x128_2_3d36a4ff15.jpg
laundry-household/household/,Tandil Ultra Dishwashing Liquid 450ml,N/A,1.5899999999999999,35c per 100ml,https://www.aldi.com.au/fileadmin/_processed_/6/f/csm_ALN3077_AWARDS-LAUNDRY-HOUSEHOLD_1x1_228x128__15b73ca48b.jpg
laundry-household/household/,Power Force Pro Disinfectant Wipes 120pk,N/A,2.99,$2.50 per 100 wipes,https://www.aldi.com.au/fileadmin/_processed_/6/7/csm_ALN2853_AWARDS_HOUSEHOLD_1x1_228x128_3_cd147d9a8f.jpg
fresh-produce/dairy-eggs/,Brooklea Joi Deluxe Yogurt Classics 6 x 150g,N/A,3.49,39c per 100g,https://www.aldi.com.au/fileadmin/_processed_/f/7/csm_ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_3_80a48c8c5d.jpg
